bagg 闭关
ctyc 测验
ctyca 初体验
ctyce 尘缘
ctyd 沉冤
ctyf 沉毅
ctyg 尘烟
ctyj 沉吟
ctyk 池鱼
ctyo 漕运
ctyoe 差太远
ctyoo 淳于
ctyp 沉郁
ctyq 串通一气
ctys 长叹一声
ctyse 传统意义上
ctyt 池浴
ctyv 潮阳
ctyw 澄莹
ctyy 传统意义
ctzj 从天而降
ctzn 尘埃
cubb 搓板
cubbo 撤标
cubbu 插板
cube 挫败
cubei 操逼
cubeu 挫逼
cubg 撤并
cubh 撤兵
cubn 操办
cubno 擦边
cubo 抄表
cubou 插班
cubr 捶背
cubro 搓背
cubroi 擦背
cubu 插播
cubui 抄报
cubuu 插拔
cuby 抄本
cucb 抽查
cucbu 插槽
cucd 措词
cuch 持仓
cucl 措辞
cucm 撑船
cucn 操场
cucp 摧残
cucpi 抽成
cucpu 拆成
cucs 拆穿
cuct 揣测
cucu 抽搐
cucui 操持
cucuie 撑持
cucuiu 抽插
cucv 抽出
cucvo 撤出
cucvou 擦除
cucvou 撤除
cucvu 拆除
cudb 拆弹
cudd 抽调
cude 插电
cudf 抄底
cudfi 揣度
cudg 扯断
cudgu 拆单
cudh 插兜
cudi 插到
cudii 抽到
cudn 持刀
cudni 操刀
cudnia 撑地
cudo 抽动
cudt 扯淡
cudu 拆掉
cudui 抽打
cuduii 扯掉
cuduo 擦掉
cuduoa 撺掇
cuduoi 撤掉
cuduu 捶打
cudv 操蛋
cudvi 扯蛋
cudvu 插队
cufj 拆分
cufk 抽风
cufn 拆封
cuft 拆法
cufu 搀扶
cufv 撤防
cugb 撑杆
cugbi 抽根
cugc 持股
cugi 操戈
cugl 撑竿
cugo 擦干
cugoi 抽干
cugy 擦过
cuhd 插话
cuhdi 扯谎
cuhe 撤回
cuhei 抽回
cuheo 擦黑
cuheu 插画
cuhf 擦痕
cuhh 摧毁
cuhhi 撮合
cuhhu 拆毁
cuhhuo 拆伙
cuhl 掺和
cuhlu 搀和
cuht 擦汗
cuhu 撤换
cuhui 抽换
cuhw 插花
cujb 抽检
cujbu 攒机
cujbuu 拆机
cujc 撑脚
cujd 擦肩
cujdo 撤军
cujf 抽奖
cujh 拆借
cujha 掺假
cujhe 持剑
cujhi 抄件
cujhu 插件
cujhua 搀假
cujk 持久
cujku 拆解
cujl 抽筋
cujo 插进
cujq 插紧
cujs 持家
cujsi 抄家
cuju 插接
cukd 操课
cukj 插口
cukn 摧垮
cuko 拆开
cukoi 撑开
cukoii 扯开
cukr 持卡
cukru 插卡
cuks 抽空
cuku 操控
cukv 插孔
culb 抄录
culbu 插柳
culbuo 插楼
culc 操练
culco 擦脸
culd 持论
culf 撤离
culfi 抽离
culfo 擦亮
culp 扯裂
culr 扯铃
cult 擦泪
culu 拆零
culw 操劳
cuma 插门
cumf 揣摩
cumfo 搓麻
cumk 撤免
cump 抻面
cumt 插满
cumu 擦抹
cuno 操弄
cupm 操盘
cupn 扯皮
cupp 擦破
cuppi 扯破
cupu 持平
cupui 扯平
cupuu 插排
cuqb 持枪
cuqe 插曲
cuqh 撤侨
cuqi 操切
cuql 拆迁
cuqli 抽签
cuqn 撑起
cuqni 抄起
cuqnia 操起
cuqnia 扯起
cuqno 擦去
cuqnoa 撤去
cuqo 抽球
cuqt 抽泣
cuqy 抽取
curh 持人
curj 插入
curja 掺入
curu 搓揉
cusc 抽丝
cusci 抄书
cuscio 抽缩
cusd 撤诉
cusf 措施
cusfo 撤市
cusg 抄送
cusgi 抽送
cush 挫伤
cushi 抽身
cushie 抽射
cushio 撑伞
cusho 擦身
cushou 擦伤
cushou 撤身
cusl 抽穗
cusli 抽税
cusp 撑死
cuspi 抽死
cuspio 操碎
cuspio 扯碎
cusr 插上
cuss 操守
cusse 持守
cusso 撤守
cust 抽水
custa 掺水
cusu 擦拭
cusui 抄手
cusuo 搓手
cusuoi 擦手
cusuu 插手
cusv 抄收
cusy 拆散
cutb 抽屉
cutbo 撤退
cutc 扯腿
cute 插图
cutf 抽痛
cuts 插头
cutx 拆台
cuvc 操纵
cuvci 抽脂
cuvciu 抽纸
cuvd 持证
cuve 抽中
cuvei 抽帧
cuvf 插座
cuvfo 撤资
cuvfu 拆装
cuvg 撑着
cuvgi 揣着
cuvgii 操着
cuvh 操作
cuvhi 撑住
cuvhio 扯住
cuvhu 插值
cuvj 插嘴
cuvjo 擦嘴
cuvju 插足
cuvk 掺杂
cuvku 搀杂
cuvl 持重
cuvn 撤走
cuvni 抽走
cuvp 插在
cuvs 拆字
cuvt 搓澡
cuvu 挫折
cuvui 摧折
cuvy 撤职
cuwe 擦网
cuxb 揣想
cuxbe 持械
cuxc 持续
cuxco 擦线
cuxcu 拆线
cuxcue 插线
cuxcuu 捶胸
cuxd 操心
cuxdi 抄写
cuxdo 擦写
cuxh 抽血
cuxhu 插叙
cuxj 抽吸
cuxk 抽象
cuxl 拆卸
cuxm 操行
cuxp 抄袭
cuxr 撤销
cuxru 插销
cuxs 操性
cuxt 擦洗
cuxto 撤消
cuxtou 搓洗
cuxtu 拆洗
cuxx 操习
cuxy 拆下
cuxyi 抄下
cuxyo 擦鞋
cuxyoo 撤下
cuyb 抽样
cuyc 抽验
cuyci 撑腰
cuyg 抽烟
cuyj 抽噎
cuyji 抽咽
cuyl 插秧
cuyo 扯远
cuyp 持有
cuypu 插页
cuyt 操演
cuyw 擦药
cuzs 撤案
cvb 财政部
cvbe 丑逼
cvbf 除病
cvbfa 初中部
cvbg 辞职报告
cvbh 出版
cvbhe 陈兵
cvbhi 出兵
cvbho 承保
cvbi 除暴
cvbie 丑比
cvbio 成正比
cvbk 承包
cvbn 承办
cvbp 出殡
cvbs 初中毕业生
cvbv 财政部长
cvbx 常抓不懈
cvby 初中毕业
cvc 出租车
cvcb 城中村
cvcd 陈词
cvce 除虫
cvcf 出产
cvcg 出差
cvcgo 沉舟侧畔千帆过
cvch 除臭
cvci 出车
cvcj 出彩
cvck 出处
cvcl 创造出来
cvcle 陈辞
cvcli 创造出了
cvcm 出舱
cvcn 出场
cvcni 出城
cvcp 出厂
cvcq 喘着粗气
cvcr 除此
cvcri 出错
cvcru 除错
cvct 除尘
cvcu 出操
cvcv 财政赤字
cvcvi 出丑
cvcvio 创造出
cvcw 除草
cvcy 陈醋
cvd 才知道
cvdb 穿着打扮
cvde 查字典
cvdg 出道
cvdgo 承兑
cvdh 承贷
cvdj 惨重代价
cvdl 车载斗量
cvdla 肠子都悔青了
cvdm 承德
cvdo 出动
cvdr 侧重点
cvdri 出点
cvdu 承担
cvdui 出掉
cvduu 除掉
cvdw 从早到晚
cvdwo 承当
cvdwu 参政党
cvdy 从左到右
cvdyi 粗枝大叶
cvfd 出访
cvff 陈腐
cvfh 穿凿附会
cvfhi 出伏
cvfho 承付
cvfj 出分
cvfn 出发
cvfr 除非
cvft 除法
cvfv 错综复杂
cvfy 叱咤风云
cvg 从这个
cvga 出阁
cvgb 出格
cvgbi 出柜
cvgbu 除根
cvgd 从这个角度
cvge 出国
cvgf 陈赓
cvgg 出关
cvgh 出个
cvghi 出鬼
cvgi 出轨
cvgj 操之过急
cvgja 初战告捷
cvgn 除垢
cvgo 陈规
cvgp 存在感
cvgs 出宫
cvgse 丑怪
cvgsu 从这个意义上
cvgsu 从这个意义上说
cvgt 出港
cvgy 出过
cvgyi 出工
cvgyii 出恭
cvgyu 除过
cvgyuo 从这个意义
cvh 城镇化
cvhd 丑话
cvhdi 出户
cvhe 除患
cvhh 出货
cvhhe 丑化
cvhhei 陈货
cvhj 出乎
cvhjo 成长环境
cvhju 除号
cvhl 差之毫厘
cvhm 出航
cvhn 陈赫
cvhs 除害
cvht 出海
cvhte 丑汉
cvhti 出汗
cvhtiu 出活
cvhv 常在河边走
cvhx 承欢
cvj 财政局
cvjb 出局
cvjbe 传真机
cvjbi 出尽
cvjbo 承建
cvjbu 除尽
cvjc 承继
cvjci 出脚
cvjcii 出种即撤
cvjd 传宗接代
cvje 出具
cvjei 出界
cvjeo 搓澡巾
cvjf 出就
cvjfe 陈迹
cvjfu 除净
cvjg 出卷
cvjh 出价
cvjhi 创造机会
cvjhie 出借
cvji 陈旧
cvjiu 除旧
cvjk 丑角
cvjki 唱主角
cvjl 存在即合理
cvjn 出境
cvjni 出嫁
cvjo 出击
cvjp 茶轴键盘
cvjpu 茶轴机械键盘
cvjr 出镜
cvjru 才子佳人
cvjs 出家
cvjt 陈酒
cvju 承接
cvjue 丑拒
cvjw 出警
cvjx 踩在脚下
cvjz 长治久安
cvk 充值卡
cvkf 出库
cvkj 出口
cvkje 丑哭
cvkju 锤子科技
cvkl 成长快乐
cvkn 陈坤
cvko 除开
cvkoi 出刊
cvks 仇者快
cvl 创造力
cvlb 出栏
cvlc 丑脸
cvld 存在论
cvle 从这里
cvlg 出炉
cvlge 丑类
cvlgeo 陈粒
cvlj 出路
cvljo 沉着冷静
cvlk 陈留
cvll 出笼
cvln 出力
cvlp 陈列
cvlpi 出列
cvlu 出来
cvluo 承揽
cvlv 除了
cvlve 丑陋
cvlvi 出了
cvlvi 粗制滥造
cvlw 出落
cvlx 程朱理学
cvly 参众两院
cvm 陈芝麻
cvma 出门
cvmc 出马
cvmf 除魔
cvmg 晨钟暮鼓
cvmi 陈明
cvmk 出名
cvmku 除名
cvmp 出面
cvmt 出没
cvmti 揣着明白装糊涂
cvmv 陈芝麻烂谷子
cvmw 出苗
cvmwo 承蒙
cvmy 出卖
cvnc 出纳
cvnd 承诺
cvne 丑男
cvnf 吃斋念佛
cvnl 陈年
cvnle 丑牛
cvnn 丑女
cvnx 出自内心
cvny 陈酿
cvp 陈志朋
cvph 出牌
cvpj 出品
cvpn 陈皮
cvpu 承平
cvpy 出票
cvq 沉住气
cvqb 除权
cvqbe 陈桥
cvqbi 出枪
cvqc 出租汽车
cvqd 陈请
cvqf 出齐
cvqg 承前
cvqge 重整旗鼓
cvqgi 出拳
cvqgiu 出糗
cvqj 存贮器
cvql 出气
cvqle 差之千里
cvqli 出缺
cvqn 出去
cvqni 出墙
cvqnu 除去
cvqnua 除却
cvqp 出奇
cvqr 出钱
cvqs 出窍
cvqse 陈情
cvqy 出勤
cvqyi 出鞘
cvr 超自然
cvrd 承认
cvrdi 出让
cvrdo 承让
cvrh 出任
cvrhe 村主任
cvrhi 唱作人
cvrj 出入
cvs 初中生
cvsb 陈述
cvsbe 陈尸
cvsc 出书
cvsce 陈胜
cvscea 村支书
cvsco 辞职书
cvsd 出神
cvsde 陈设
cvsdeo 陈说
cvsdeu 陈诉
cvse 出山
cvsf 沧州市
cvsg 持证上岗
cvsge 错字数
cvsgu 除数
cvsh 出售
cvsha 初中生活
cvshi 出身
cvshie 出使
cvsi 出时
cvsie 丑时
cvsio 迟早是
cvsj 承受
cvsju 锤子手机
cvsk 出色
cvske 陈氏
cvsku 除色
cvsl 出生
cvsn 出声
cvso 出示
cvsq 辞职申请
cvsr 财政收入
cvsro 承上
cvss 出塞
cvssi 出赛
cvst 出水
cvsti 出师
cvstii 出省
cvstu 除湿
cvsu 出手
cvsuu 除霜
cvsy 出事
cvsye 丑事
cvsyi 出世
cvsyia 出丧
cvsyu 从中受益
cvt 财政厅
cvtc 出膛
cvte 出团
cvtf 出庭
cvth 查找替换
cvti 出题
cvtj 创造条件
cvtji 出逃
cvtju 从总体上讲
cvtn 出土
cvtp 丑态
cvtr 处之泰然
cvts 出头
cvtsi 草字头
cvtsu 从总体上
cvtsuo 从总体上说
cvtt 惨遭淘汰
cvtu 出摊
cvtx 出台
cvtxa 初中同学
cvtxi 操作台
cvv 存在着
cvvb 出展
cvvd 出诊
cvve 出账
cvvee 陈账
cvvf 出资
cvvfi 出站
cvvg 从中作梗
cvvgo 成字字根
cvvh 出自
cvvhe 床笫之欢
cvvhi 出众
cvvho 承做
cvvhu 从这之后
cvvi 承转
cvvie 丑照
cvvk 除皱
cvvl 出租
cvvli 出种
cvvlo 承重
cvvloi 承制
cvvloi 承租
cvvm 出征
cvvn 出走
cvvp 出在
cvvr 出战
cvvri 操纵自如
cvvs 除灾
cvvse 床笫之私
cvvsu 从这种意义上说
cvvu 出招
cvvv 出阵
cvvvu 吃粽子
cvvw 出掌
cvvwa 池中之物
cvvx 赤子之心
cvvxo 成竹在胸
cvvy 承载
cvvya 存在主义
cvvye 陈真
cvw 称之为
cvwa 丑闻
cvwd 吃着碗里的
cvwd 吃着碗里的看着锅里的
cvwh 出位
cvwj 财政危机
cvwk 除外
cvwki 出外
cvwko 成者王侯败者寇
cvwl 吃着碗里
cvwla 存在物
cvwlu 参照物
cvwlui 吃着碗里看着锅里
cvwv 成者王侯败者贼
cvww 成者为王
cvx 创造性
cvxb 丞相
cvxbo 承想
cvxc 出线
cvxci 出巡
cvxd 戳中笑点
cvxf 出席
cvxfe 重振雄风
cvxfi 出新
cvxg 陈翔
cvxgi 出翔
cvxh 出血
cvxhi 出息
cvxho 辞职信
cvxhu 除息
cvxi 陈晓
cvxk 除夕
cvxku 参照系
cvxm 出行
cvxme 丑行
cvxo 出现
cvxp 承袭
cvxr 承销
cvxt 操作系统
cvxte 重装系统
cvxv 出险
cvxx 出戏
cvy 存在于
cvyb 嗤之以鼻
cvyd 沉着应对
cvydo 迟早要还的
cvyf 陈毅
cvyfi 出言
cvyfie 出主意
cvyfio 草长莺飞
cvyfo 承应
cvyg 存在一个
cvyh 持之以恒
cvyho 姹紫嫣红
cvyk 出狱
cvyki 出迎
cvyko 承印
cvyn 蔡卓妍
cvynu 除妖
cvyo 出于
cvyoe 陈云
cvyoi 侧重于
cvyoie 出自于
cvyoo 承运
cvyooo 沉醉于
cvyp 蚩尤
cvypo 承压
cvys 春种一粒粟
cvyt 出游
cvyti 出演
cvytiu 出浴
cvyv 出院
cvyva 存在一种
cvyve 藏着掖着
cvyvu 参政议政
cvyw 除这以外
cvywo 迟早要完
cvywu 吃枣药丸
cvyx 除以
cvyxe 穿针引线
cvyxi 粗中有细
cvze 承恩
cvzy 丑恶
cvzyu 除恶
cwb 超文本
cwbb 茶杯
cwbc 草编
cwbce 错误百出
cwbd 常被
cwbde 尝遍
cwbe 菜逼
cwbf 肠胃病
cwbh 苍白
cwbhu 葱白
cwbi 菜比
cwbj 茶吧
cwbk 常备
cwbki 草包
cwbko 成王败寇
cwbl 拆五笔
cwbr 藏北
cwbs 藏宝
cwbu 常把
cwby 草本
cwc 财务处
cwcb 称王称霸
cwch 草丛
cwche 藏传
cwchi 草创
cwchia 唇亡齿寒
cwci 敞车
cwcn 草场
cwcnu 菜场
cwcnua 茶场
cwcr 查无此人
cwcw 常常
cwcwa 莼菜
cwcwe 尝尝
cwcwi 草草
cwcwu 苍苍
cwcx 苍翠
cwcxu 葱翠
cwd 错误的
cwde 菜豆
cwdg 菜单
cwdgu 茶道
cwdi 尝到
cwdie 藏到
cwdk 草甸
cwdm 常德
cwdn 草地
cwdni 草堆
cwdniu 草垛
cwdnu 菜刀
cwdnua 菜地
cwdo 藏毒
cwdp 菜碟
cwdq 篡位夺权
cwdr 茶点
cwdu 草垫
cwdv 茶蛋
cwdy 从无到有
cwf 吃完饭
cwfc 常服
cwfci 常微分方程
cwfd 草房
cwfj 常微分
cwfk 茶饭
cwfku 菜饭
cwfl 吃完饭了
cwfm 吃完饭没
cwft 成文法
cwg 储物柜
cwgb 草根
cwgbu 菜根
cwgbue 菜梗
cwgi 常轨
cwgk 茶馆
cwgki 草狗
cwgku 菜馆
cwgkuu 苍狗
cwgl 财务管理
cwgli 草稿
cwglu 茶缸
cwgm 菜瓜
cwgn 茶垢
cwgo 常规
cwgou 菜干
cwgw 草菇
cwgy 尝过
cwh 常委会
cwhh 常会
cwhhe 村委会
cwhhea 筹委会
cwhhu 茶会
cwhn 茶壶
cwhne 藏好
cwhw 菜花
cwhwi 草花
cwhwu 葱花
cwhwuu 茶花
cwj 储物间
cwjb 尝尽
cwjc 藏经
cwje 常见
cwjeu 茶具
cwjg 从未见过
cwjgu 葱姜
cwjh 菜价
cwjhe 传为佳话
cwjk 茶几
cwjm 重温旧梦
cwjn 藏娇
cwjo 藏进
cwjp 茶碱
cwjs 菜窖
cwjt 草尖
cwjtu 茶酒
cwjw 草芥
cwjwi 草菅
cwjx 苍劲
cwjxa 存亡绝续
cwjxi 草鸡
cwjxu 菜鸡
cwkj 敞口
cwkn 成为可能
cwko 敞开
cwks 常客
cwksi 草寇
cwl 成为了
cwlb 茶楼
cwlbi 草榴
cwlbiu 草履
cwlc 常绿
cwlci 草绿
cwlcu 葱绿
cwlfi 草庐
cwlfiu 常亮
cwlfu 苍凉
cwlfuu 敞亮
cwlg 草料
cwlgu 茶炉
cwlh 常例
cwli 常量
cwlk 常乐
cwll 菜篮
cwlm 吃完了没
cwlo 常理
cwlp 苍龙
cwlpe 藏历
cwlu 常来
cwluu 敞露
cwlv 吃完了
cwlw 葱茏
cwly 苍老
cwmb 草木
cwmbe 藏民
cwmbi 草民
cwme 草帽
cwmei 草蜢
cwmi 蔡明
cwmk 菜名
cwmw 草莓
cwmwi 草莽
cwmwu 苍茫
cwmwue 苍莽
cwnc 藏纳
cwnd 菜农
cwndu 茶农
cwng 藏污纳垢
cwni 藏匿
cwnk 菜鸟
cwnl 常年
cwnr 出污泥而不染
cwnu 草拟
cwny 苍南
cwnye 藏南
cwpb 草棚
cwpd 菜谱
cwpe 菜圃
cwpj 藏品
cwpju 菜品
cwpl 敞篷
cwpm 茶盘
cwpn 草坪
cwpni 草皮
cwpnia 草坡
cwq 崇文区
cwqe 菜畦
cwqi 藏区
cwql 草签
cwqn 藏起
cwqni 常去
cwqo 常青
cwqoe 藏青
cwqou 蔡琴
cwqs 苍穹
cwqsi 常情
cwqy 萃取
cwrd 惨无人道
cwrh 常人
cwrhi 常任
cwrw 苁蓉
cwsb 茶树
cwsbu 苍松
cwsc 藏书
cwsci 草书
cwscii 草绳
cwsciu 常胜
cwsd 尝试
cwsdi 常识
cwsdio 常说
cwsdiu 常设
cwsdu 茶社
cwse 苍山
cwsei 草蛇
cwsf 菜市
cwsfi 草率
cwsfio 常熟
cwsg 常数
cwsh 藏身
cwshi 草食
cwsi 常是
cwsiu 茶匙
cwsiue 菜式
cwsj 查无实据
cwsk 茶色
cwsku 菜色
cwsl 苍生
cwsle 藏私
cwss 茶室
cwst 茶水
cwsw 菜蔬
cwswu 葱蒜
cwsy 常事
cwsyi 常速
cwsyu 茶肆
cwt 出问题
cwtc 菜腿
cwte 草图
cwteu 菜田
cwth 草体
cwti 成问题
cwtl 出问题了
cwto 苍天
cwtp 常态
cwts 葱头
cwtsi 草头
cwtt 菜汤
cwttu 茶汤
cwtu 茶摊
cwtw 草堂
cwtx 朝闻天下
cwtxi 草台
cwvc 常驻
cwvci 草纸
cwvf 茶座
cwvg 常州
cwvge 藏着
cwvgi 草籽
cwvgu 菜籽
cwvh 常住
cwvi 茶轴
cwvp 藏在
cwvpi 常在
cwvq 从我做起
cwvr 茶桌
cwvs 草字
cwvu 藏拙
cww 颤巍巍
cwwb 草屋
cwwh 常务委员会
cwwk 常务
cwwl 常委
cwwn 瓷娃娃
cwwp 茶碗
cwws 草窝
cwwt 常温
cwx 储物箱
cwxb 常想
cwxbe 传为笑柄
cwxbi 草屑
cwxf 常新
cwxfe 尝新
cwxfi 草席
cwxk 尝鲜
cwxku 菜系
cwxl 葱香
cwxle 宠物小精灵
cwxs 成为现实
cwxt 臭味相投
cwxy 草鞋
cwy 乘务员
cwyb 草样
cwyd 藏语
cwye 苍蝇
cwyeu 菜园
cwyeue 茶园
cwyf 常言
cwyfu 苍鹰
cwyg 成为一个
cwyga 肠胃炎
cwygu 从未有过
cwyi 藏医
cwyj 茶叶
cwyji 草叶
cwyju 菜肴
cwyjue 菜叶
cwyk 常用
cwyki 草鱼
cwyp 草原
cwype 藏有
cwypi 常有
cwypie 常压
cwypu 葱郁
cwys 宠物医生
cwyt 菜油
cwytu 葱油
cwytui 茶油
cwyu 藏掖
cwyv 成为一种
cwyw 草药
cwywe 藏药
cwyx 常以
cwyy 宠物医院
cwzs 草案
cwzt 苍洱
cwzw 存亡安危
cwzy 苍耳
cxb 插线板
cxbb 翠柏
cxbd 朝鲜半岛
cxbde 持续不断
cxbg 参半
cxbgu 痴心不改
cxbh 参保
cxbhu 痴心不悔
cxbk 程序包
cxbu 参拜
cxbv 此消彼长
cxbvu 此消彼涨
cxbx 程序编写
cxc 呈现出
cxcb 城乡差别
cxcd 参禅
cxcg 参差
cxci 叉车
cxcl 呈现出来
cxco 陈小春
cxcr 参错
cxcs 戳穿
cxct 促膝长谈
cxcx 叉叉
cxcy 诚心诚意
cxdd 从小到大
cxddu 称兄道弟
cxddue 参订
cxddui 吃香的喝辣的
cxdh 闯下大祸
cxdi 戳到
cxdm 程序代码
cxdt 长吁短叹
cxdu 叉掉
cxdv 捶胸顿足
cxdy 粗心大意
cxdye 重新定义
cxdyi 春心荡漾
cxdz 诚信档案
cxf 磁悬浮
cxfc 磁悬浮列车
cxfk 吃闲饭
cxfp 丑媳妇早晚要见公婆
cxfp 丑媳妇总得见公婆
cxfv 持续发展
cxgc 参股
cxgj 翠谷
cxgx 参观
cxh 程序化
cxhf 参劾
cxhh 参会
cxhha 畅销货
cxhhu 参合
cxhl 吃香喝辣
cxhs 陈信宏
cxht 船小好掉头
cxht 船小好调头
cxhw 翠花
cxjb 参建
cxjbe 城乡接合部
cxjbe 城乡结合部
cxjd 参军
cxjde 戳记
cxjdu 痴心绝对
cxje 参见
cxjh 重修旧好
cxjl 处心积虑
cxjn 参加
cxjs 创新精神
cxjsu 雌性激素
cxjw 翠菊
cxkl 重新考虑
cxko 叉开
cxkr 储蓄卡
cxks 重新开始
cxkse 持续快速
cxku 参看
cxky 参考
cxl 出现了
cxlb 翠柳
cxlbe 陈翔六点半
cxlc 翠绿
cxlg 抽象类
cxlge 重新来过
cxli 参量
cxliu 产销量
cxlp 皴裂
cxlw 翠莲
cxly 吹响了全场比赛结束的哨音
cxm 纯形码
cxmd 参谋
cxnk 翠鸟
cxnl 创新能力
cxp 抽象派
cxpb 翠屏
cxpd 参评
cxpp 戳破
cxpu 参拍
cxq 曹雪芹
cxqb 出线权
cxqd 春夏秋冬
cxqde 重新启动
cxqe 畅想曲
cxqh 承先启后
cxr 朝鲜人
cxrc 创新人才
cxrj 戳入
cxry 称心如意
cxs 畅销书
cxsc 垂涎三尺
cxsf 参商
cxsg 参数
cxsgo 叉烧
cxsj 持续时间
cxsji 程序设计
cxsk 翠色
cxsm 储蓄所
cxss 参赛
cxssa 超现实
cxssu 参审
cxsw 抽象思维
cxsy 参事
cxsya 超现实主义
cxt 粗线条
cxth 慈禧太后
cxtl 参透
cxtle 戳透
cxto 参天
cxtt 雌雄同体
cxtx 促膝谈心
cxv 出现在
cxvb 参展
cxvc 朝鲜战场
cxvd 参证
cxve 戳中
cxvf 朝鲜族
cxvg 戳着
cxvh 参众
cxvi 参照
cxvj 喘息之间
cxvk 参杂
cxvl 参赞
cxvle 重新再来
cxvlo 翠竹
cxvq 从现在起
cxvr 参战
cxvre 重新做人
cxvs 从现在开始
cxvv 叉子
cxvve 重新振作
cxvveo 臭小子
cxvvu 朝鲜战争
cxvy 参政
cxvya 初学者
cxvyu 除夕之夜
cxvyuu 参酌
cxw 朝鲜文
cxwd 喘息未定
cxwm 翠微
cxws 参悟
cxwt 出现问题
cxwx 痴心妄想
cxx 持续性
cxxb 参校
cxxd 参训
cxxdu 参详
cxxdue 从西向东
cxxi 超新星
cxxl 参选
cxxlo 沉下心来
cxxo 超小型
cxxv 成效显著
cxxy 穿小鞋
cxxye 戳下
cxy 产学研
cxya 参阅
cxyc 叉腰
cxyd 参议
cxyde 垂涎欲滴
cxydu 馋涎欲滴
cxydui 参谒
cxyduo 朝鲜语
cxye 丑小鸭
cxyf 除夕夜
cxyi 参与
cxyj 垂涎已久
cxyji 程序员
cxyjii 春宵一刻值千金
cxyjii 促销员
cxyk 春宵一刻
cxyki 程序猿
cxyn 程序媛
cxyo 翠玉
cxyt 参演
cxyv 参院
cxyx 参预
cxyxu 参予
cxyy 抽象意义
cxz 储蓄额
cxzl 乘兴而来
cxzr 乘虚而入
cxzru 趁虚而入
cyb 产业部
cybb 搓衣板
cybc 翅膀
cybco 裁编
cybd 才被
cybdu 苍蝇不叮没缝的蛋
cybdu 苍蝇不叮无缝的蛋
cybe 才罢
cybf 陈一冰
cybg 彻夜不归
cybgo 裁并
cybh 刺鼻
cybj 迟疑不决
cybk 吃哑巴亏
cybl 成员变量
cybm 葱油拌面
cybp 才不
cybr 寸步
cybru 朝北
cybrue 吃硬不吃软
cybs 酬宾
cybu 才把
cybuu 朝拜
cybx 出言不逊
cyby 沉吟不语
cyc 臭氧层
cycf 曹冲
cyci 朝臣
cyck 裁处
cycs 刺穿
cyct 彻夜长谈
cycto 愁一愁白了头
cycu 曹操
cycuo 裁撤
cycv 裁出
cycw 寸草
cycwe 尝一尝
cycwo 愁云惨雾
cycx 戳一戳
cycy 此言差矣
cyd 差一点
cydb 残垣断壁
cydc 抽样调查
cydd 差一点点
cydf 曾一度
cydg 才道
cydgi 常言道
cydgo 裁断
cydgou 寸断
cydh 朝代
cydi 才到
cydiu 朝东
cydl 采样定理
cydli 抽样定理
cydlo 酬答
cydm 才德
cydme 穿衣戴帽
cydn 刺刀
cydp 裁夺
cyds 裁定
cydv 吃药打针
cydvu 从右到左
cydvue 茶叶蛋
cydvue 此言得之
cydx 才对
cydz 差一点儿
cyf 穿衣服
cyfc 裁缝
cyfcu 朝服
cyff 成员方法
cyfh 茶余饭后
cyfk 陈羽凡
cyfn 敕封
cyfs 错一罚十
cyfv 长远发展
cyfw 错一罚五
cyg 成员国
cygb 才敢
cygbi 曹格
cygc 朝纲
cygci 刺股
cyge 刺骨
cygei 耻骨
cygg 财源滚滚
cygj 财源广进
cygji 曹公
cygk 才够
cygm 产业革命
cygo 才干
cygs 才怪
cygsi 创业公司
cygsu 察言观色
cygsue 察颜观色
cygsui 朝官
cygy 朝贡
cygyu 朝歌
cyh 产业化
cyhh 才会
cyhhi 车友会
cyhhu 才华
cyhhue 朝会
cyhhuo 参议会
cyhi 朝晖
cyhj 抽烟喝酒
cyhl 差以毫厘
cyhm 朝后
cyhn 才好
cyhnu 朝贺
cyho 聪慧
cyhp 醇厚
cyhs 成员函数
cyht 财运亨通
cyhw 超氧化物
cyhx 穿越火线
cyhy 朝韩
cyhyi 粗言秽语
cyj 柴油机
cyjb 惩一警百
cyjbi 抽油机
cyjd 裁军
cyjdi 曹军
cyje 朝见
cyjf 裁决
cyjfo 裁减
cyjg 产业结构
cyjge 醋精
cyjgo 裁剪
cyjh 才俊
cyjhu 茶余酒后
cyjj 才叫
cyjju 产业经济
cyjl 成语接龙
cyjla 词语接龙
cyjm 诚邀加盟
cyjo 刺进
cyjr 酬金
cyjre 穿衣镜
cyjri 程咬金
cyjt 刺激
cyjto 醇酒
cyjv 产业结构调整
cyjw 重阳节
cyjx 醋劲
cyjxo 寸劲
cyjy 朝觐
cyk 陈寅恪
cykh 彻夜狂欢
cykl 长远看来
cykn 才有可能
cykq 喘一口气
cykr 才肯
cyks 刺客
cyksu 从一开始
cyky 才可
cykyi 曾轶可
cyl 产业链
cylb 蔡依林
cylbe 垂杨柳
cyld 陈友谅
cyle 才略
cylf 矗立
cylh 敕令
cyli 裁量
cylm 出于礼貌
cyls 穿云裂石
cylsi 春意阑珊
cylt 醋溜
cylta 超一流
cylu 才来
cylv 呲牙咧嘴
cylve 差远了
cylw 酬劳
cylx 词语联想
cyly 长远利益
cylyo 沉鱼落雁
cym 纯爷们
cyma 出远门
cymb 长远目标
cyme 刺目
cymg 醇美
cymi 聪明
cymj 才貌
cymk 曾用名
cyml 聪敏
cymm 长夜漫漫
